Id,LocName,Address,District,City,ZipCode,Latitude,Longitude,State,AvailableTime,AvailableTimeByte
9378da9a-e89b-4b69-aa85-9430ca8f9d15,"{ List : [{ Value :  Yunlin EPB Store , Lang :  en-US },{ Value :  雲林縣環保局站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.170, Sec. 1, Yunlin Rd., Douliu City, Yunlin County , Lang :  en-US },{ Value :  雲林縣斗六市雲林路一段170號(近鎮西國小) , Lang :  zh-TW }]}","{ List : [{ Value :  Douliu City , Lang :  en-US },{ Value :  斗六市 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",64051,23.707276,120.537416,1,24HR,
36ba5441-6d4b-4880-b2c8-a228279d33f2,"{ List : [{ Value :  CPC Zhongxing Rd Dounan  GS , Lang :  en-US },{ Value :  中油斗南中興路加油站 , Lang :  zh-TW }]}","{ List : [{ Value :  No. 201, Zhongxing Rd., Dounan Township, Yunlin County , Lang :  en-US },{ Value :  雲林縣斗南鎮中興路201號(近中興路/中昌街口) , Lang :  zh-TW }]}","{ List : [{ Value :  Dounan Township , Lang :  en-US },{ Value :  斗南鎮 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",63049,23.677689,120.463232,1,24HR,
7428bf0b-d4c8-4b25-aa12-b05d587db155,"{ List : [{ Value :  FTC Huwei GS , Lang :  en-US },{ Value :  福懋虎尾加油站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.1131, Wenke Rd., Huwei Township, Yunlin County , Lang :  en-US },{ Value :  雲林縣虎尾鎮廉使里文科路1131號(近文科路/光復路交叉口) , Lang :  zh-TW }]}","{ List : [{ Value :  Huwei Township , Lang :  en-US },{ Value :  虎尾鎮 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",63247,23.717177,120.425019,1,24HR,
578be395-f2e2-4d88-a20e-b99f0e5c9dda,"{ List : [{ Value :  CPC Linnei GS , Lang :  en-US },{ Value :  中油林內加油站 , Lang :  zh-TW }]}","{ List : [{ Value :  No. 532, Zhongzheng Rd., Linnei Township, Yunlin County , Lang :  en-US },{ Value :  雲林縣林內鄉中正路532號(近中正路/中正路479巷口) , Lang :  zh-TW }]}","{ List : [{ Value :  Linnei Township , Lang :  en-US },{ Value :  林內鄉 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",64341,23.752329,120.610665,1,24HR,
38eb9036-e4ee-4b1c-bd06-bc87b40133e7,"{ List : [{ Value :  CPC Douliu GS , Lang :  en-US },{ Value :  中油斗六加油站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.334, Sec. 2, Yunlin Rd., Douliu City, Yunlin County , Lang :  en-US },{ Value :  雲林縣斗六市雲林路二段334號(近雲林縣政府) , Lang :  zh-TW }]}","{ List : [{ Value :  Douliu City , Lang :  en-US },{ Value :  斗六市 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",64041,23.70079,120.52769,1,24HR,
6538b6c2-7caa-4b37-8363-c3610c992912,"{ List : [{ Value :  FTC Zhongzheng GS , Lang :  en-US },{ Value :  福懋中正加油站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.20, Zhongzheng Rd., Citong Township,Yunlin County , Lang :  en-US },{ Value :  雲林縣莿桐鄉埔子村中正路20號(近莿桐鄉農會) , Lang :  zh-TW }]}","{ List : [{ Value :  Citong Township , Lang :  en-US },{ Value :  莿桐鄉 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",64741,23.7563,120.504505,1,24HR,
7bb72ef8-3753-4e07-adda-cbdbba3e905a,"{ List : [{ Value :  FTC Daxue GS , Lang :  en-US },{ Value :  福懋大學加油站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.263, Sec. 1, University Road, DouliuCity, Yunlin County , Lang :  en-US },{ Value :  雲林縣斗六市鎮東里大學路1段263號(近大學路一段/中華路交叉口) , Lang :  zh-TW }]}","{ List : [{ Value :  Douliu City , Lang :  en-US },{ Value :  斗六市 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",64056,23.707363,120.556172,1,24HR,
7b72977f-9cf0-4865-9c17-cdaaad3d28f4,"{ List : [{ Value :  7-ELEVEN Zhenjia Store , Lang :  en-US },{ Value :  7-ELEVEN 真嘉店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No. 1, Nanchang W. Rd., Dounan Township, Yunlin County 630 , Lang :  en-US },{ Value :  雲林縣斗南鎮南昌西路1號(近延平路二段/南昌西路口) , Lang :  zh-TW }]}","{ List : [{ Value :  Dounan Township , Lang :  en-US },{ Value :  斗南鎮 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",63043,23.672497,120.475978,1,24HR,
dc2a8557-4fd4-48c0-9e35-d84d086cbf8e,"{ List : [{ Value :  Aeon Douliu Zhongshan Store , Lang :  en-US },{ Value :  宏佳騰斗六中山店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No. 388, Zhongshan Rd., Douliu City, Yunlin County , Lang :  en-US },{ Value :  雲林縣斗六市中山路388號(近中山路/中山路390巷口) , Lang :  zh-TW }]}","{ List : [{ Value :  Douliu City , Lang :  en-US },{ Value :  斗六市 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",64042,23.698963,120.537959,1,24HR,
ae797761-0964-4bf4-bb60-e8ec9c800f77,"{ List : [{ Value :  Pxmart YL Beigang Store , Lang :  en-US },{ Value :  全聯雲林北港店站 , Lang :  zh-TW }]}","{ List : [{ Value :  No.171, Huasheng Rd., Beigang Township,Yunlin County , Lang :  en-US },{ Value :  雲林縣北港鎮華勝路171號(近華勝路/文仁路口) , Lang :  zh-TW }]}","{ List : [{ Value :  Beigang Township , Lang :  en-US },{ Value :  北港鎮 , Lang :  zh-TW }]}","{ List :[{ Value : Yunlin County , Lang : en-US },{ Value : 雲林縣 , Lang : zh-TW }]}",65141,23.57747,120.298269,1,24HR,
